task_name,instance_id,instance_content,standard_output,nl_output,nl_score,spl_output,spl_score,risen_output,risen_score,rodes_output,rodes_score
task729_,11,"A man who was separated but never divorced from his first wife, married another woman and lived with her as husband and wife. The man and his purported second wife bought a home together as tenants by the entirety. They lived there together for a few years, when the man was accused and convicted of killing his purported wife. He was given a life sentence. The decedent's estate brought a quiet title action to declare the property forfeited to the decedent on the basis that a murderer cannot benefit from his crime. The trial court awarded the property to the estate. The man appealed from his prison cell. Under the common law, will the appellate court affirm the trial court's decision and strip the man of all ownership rights in the home?
(A)Yes, because a murderer cannot reap the benefits of his ill-doing. (B)Yes, because the murderer was also a bigamist who could not take good title to the property in the first place, thus putting full title in the decedent from the date of purchase. (C)No, the court will as a policy matter recognize the murderer's pre-slaying right to one-half of the property as a tenant in common. (D)No, there is no rule of law that gives the victim or her estate any additional rights in the property that she had before the homicide.",C,B,0,B,0,B,0,B,0
task729_,12,"In 1960, a widower, advancing into old age, realizes that he is no longer able to farm his 1,000 acres; therefore, he decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the parcels. The president buys the three parcels from the widower and begins formulating plans for constructing single-family dwelling units on the land, which is located in an upper-middle-class area of the county. The original deed between thewidower and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single-family dwelling units only. In the original deed between the widower and the development company, the stipulation that restricted the size and residential character of any subsequent subdivision of the parcels is an example of a (an)
(A)easement. (B)affirmative covenant. (C)covenant for quiet enjoyment. (D)negative covenant.",D,D,1,D,1,D,1,D,1
task729_,13,"A buyer purchased a gallon of nonfat milk from a market. The milk, which was sold in a plastic container, had been processed and packaged by a dairy. That evening, the buyer was preparing dinner and poured himself a glass of milk from the container purchased at the market. He then sat down to eat his meal and proceeded to take a mouthful of milk. As he did so, the buyer felt something furry lodge in his mouth. He immediately spat out the furry object and saw that it was a dead mouse. The buyer suffered severe emotional distress but did not suffer any physical illness or injury. If the buyer asserts a claim against the dairy based on negligent manufacturing, he will most likely
(A)recover, because he suffered severe emotional distress. (B)recover, under the doctrine of res ipsa loquitur. (C)not recover, because the dairy's negligence only caused mental disturbance. (D)not recover, because the buyer's proper cause of action is for intentional infliction of mental distress.",C,A,0,C,1,C,1,A,0
task729_,14,"Which of the following is false about ex post facto laws?
(A)They make criminal an act that was innocent when committed. (B)They prescribe greater punishment for an act than was prescribed when it was done. (C)They increase the evidence required to convict a person than when the act was done. (D)They alter criminal offenses or punishment in a substantially prejudicial manner for the purpose of punishing a person for some past activity.",C,C,1,C,1,C,1,C,1
task729_,15,"On Thursday, March 7, an owner's home was destroyed by fire. The owner's house was insured against such fire loss by an insurance company. According to the policy contract, the insured was required to notify the insurance company within 10 days following any loss due to fire or other catastrophe. The owner sued the insurance company to recover $750,000, which was the face amount that his home was insured for. The insurance company admitted that the owner's house was insured for that amount, though the company denied liability because it claimed that it had not received notice of the fire within the 10-day period as required by the policy. At trial, the owner calls his bookkeeper to testify. The bookkeeper proposes to testify that on March 11, the owner handed her an envelope and told her it contained a notice form for the insurance company, and that she mailed the envelope on his behalf. If the bookkeeper intends to establish that the envelope that the owner handed her contained the notice of fire loss, her proposed testimony is
(A)admissible, because the owner's statement to her is non-hearsay. (B)admissible, because a letter properly mailed is presumed received in due course. (C)inadmissible, because the owner's statement to the bookkeeper is not the best evidence. (D)inadmissible, because the owner's statement to the bookkeeper is hearsay not within any exception.",D,D,1,D,1,D,1,D,1
task729_,16,"A builder contracted in writing to construct a small greenhouse on a homeowner's property for $20,000, payable upon completion. After the builder had spent $9,000 framing the greenhouse and an additional $1,000 for materials not yet incorporated into the greenhouse, the homeowner wrongfully ordered the builder to stop work. The builder then resold the unused materials that he had already purchased for the greenhouse to another contractor for $1,000. At the time the homeowner stopped the work, it would have cost the builder an additional $5,000 to complete the project. The an additional $5,000 to complete the project. The partially built greenhouse increased the value of the homeowner's property by $3,000. In a suit by the builder against the homeowner, how much is the builder likely to recover?
(A)$3,000, the increase in the value of the homeowner's property. (B)$10,000, the total cost expended by the builder at the time of the breach. (C)$14,000, the total cost expended by the builder ($10,000) plus the builder's expected profit ($5,000), minus the loss avoided by the resale of the unused materials ($1,000). (D)$15,000, the contract price ($20,000) minus the costs saved by the breach ($5,000).",C,C,1,C,1,C,1,C,1
task729_,17,"Bill, a single man, owned pasture land in Deerwoods, Florida, which he leased to a tenant. He also owned a condominium in Miami, which he held for investment. In his will, he devised the pasture land to his son Tommy and the condominium to his daughter Julie. All other assets would pass equally to Tommy and Julie. Bill met Kathy and married her after she executed a valid prenuptial agreement relinquishing all rights she might otherwise enjoy by marrying Bill. On their Miami honeymoon they drove by the condominium and Kathy declared she'd love to live there. Bill was so happy with Kathy that after the honeymoon he signed and delivered to Kathy a deed conveying the condominium to himself and Kathy as an estate by the entirety and made plans to live in the condominium as soon as the tenant vacated. Bill died the next day. How are the foregoing assets distributed?
(A)Kathy gets the condominium regardless of the prenuptial agreement, Tommy takes the pasture land and Tommy and Julie split the rest of the estate. (B)Due to Kathy's prenuptial agreement, Tommy receives the pasture land, Julie gets the condominium and Tommy and Julie split the rest of the estate. (C)Kathy gets the condominium, but because Bill had originally indicated his intent to devise equally to his children, Tommy and Julie will split the remaining estate. (D)Regardless of the prenuptial agreement, Kathy is a pretermitted spouse. Since Bill leaves surviving lineal descendants who are not Kathy's, Kathy receives 50% of the estate, Tommy gets the pasture land, and Tommy and Julie split the residue of the estate.",A,A,1,A,1,A,1,A,1
task729_,18,"A sportsman was the owner of an old dilapidated stadium, which was located on the outskirts of the city. The stadium, which was built in 1932, had been the home stadium for the local professional baseball team for 30 years. However, in 1962, the baseball team franchise moved to another city. Since 1962, the stadium was left unattended and had deteriorated to such an extent that the walls were in danger of collapsing. Last month, an earthquake struck the city. The earthquake, which registered 6. 9 on the Richter scale, caused considerable damage in the city and caused the stadium to collapse. As the stadium crumbled to the ground, a large section of the press box fell on top of a car that was parked nearby. The auto was crushed, causing its gas tank to rupture. As a result, a large quantity of gasoline spilled along the street and flowed downhill. The gasoline collected in front of a homeowner's home, which was located about a mile from the stadium. Two hours after the earthquake struck, a pedestrian was walking in front of the homeowner's home, smoking a cigarette. When he discarded his lighted cigarette butt in the street, the gasoline exploded. The explosion blew the windows out of the homeowner's home. The homeowner, who was sitting in the living room watching television, was struck by the flying glass and injured. If the homeowner asserts a claim for his injuries against the sportsman, which of the following is the sportsman's best defense?
(A)The earthquake was an act of God. (B)The sportsman's negligence, if any, merely created a passive condition and was not the activecause of the homeowner's injury.  (C)The sportsman could not reasonably have beenexpected to foresee injury to a person in thehomeowner's position. (D)The pedestrian's act of discarding the lightedcigarette in the street, which sparked the explosion, was the proximate cause of the homeowner's injury. ",C,B,0,B,0,B,0,B,0
task729_,19,"A defendant and his co-conspirator were arrested and charged with robbery and conspiracy to commit robbery. Following their arrest, they were both taken to the police station and given Miranda warnings. They both expressed a desire to remain silent until they could consult an attorney. At the station house, they were booked and placed in separate jail cells. Later that day, and before any attorney consultations could take place, a police detective went to the coconspirator's cell and began interrogating him. The detective told the co-conspirator that if he cooperated in their investigation, the prosecuting attorney would drop charges against him. The co-conspirator then reluctantly confessed and implicated the defendant in the commission of the crimes. The co-conspirator also told the police where the defendant had hidden the stolen property. Based on this information, the police retrieved the stolen property, which included a diamond necklace. Later the same day, the police went to the defendant's jail cell and showed him the diamond necklace that they had recovered. They also told the defendant that the co-conspirator had confessed and implicated him in the perpetration of the crime. Confronted by this evidence, the defendant confessed. The defendant was then prosecuted for conspiracy and robbery. At the defendant's trial, the prosecution sought to introduce into evidence the necklace and the defendant's confession. The defendant's motion to exclude these offers of proof will be
(A)denied to both the necklace and the confession. (B)denied to the necklace, but granted to the confession.  (C)granted to the necklace, but denied to the confession.  (D)granted to both the necklace and the confession.",B,A,0,B,1,B,1,B,1
task729_,20,"A pedestrian was crossing the street when he was hit by a car. The pedestrian suffered a neck injury. The driver of the car that hit the pedestrian had auto insurance. A claims adjuster from that insurance company contacted the pedestrian and discussed the accident with him. The insurance adjuster said, ""You're not actually entitled to any compensation for these injuries, under the laws of this state; but I feel bad for you, and I'm a nice guy, so I'm willing to approve a $1,000 payment to you. "" The insurance adjuster knew that, in fact, the pedestrian would be entitled to compensation under the state's tort law. The pedestrian rejected the offer, retained an attorney, and wound up winning a $550,000 jury verdict on negligence claims against the driver. If the pedestrian asserts a claim against the insurance adjuster for misrepresentation, will the pedestrian prevail?
(A)Yes, because the insurance adjuster's $1,000 settlement offer was grossly inadequate. (B)Yes, because the insurance adjuster knew that laws of the state provided for recovery in such a case. (C)No, because the insurance adjuster's statements did not cause the pedestrian any monetary loss. (D)No, because the insurance adjuster did not have a fiduciary relationship requiring him to protect the pedestrian's interests.",C,B,0,B,0,B,0,B,0
task729_,21,"A man owned a house where he lived with his family. The man was convicted of selling large quantities of an illegal drug from his house. Acting under a state law authorizing the destruction of buildings that are used for illegal activity, the city destroyed the manÕs house. The manÕs family then rented an apartment and demanded that the city pay the rent for that temporary residence. The family relied on a state law providing that any person who was dispossessed of his or her place of residence because of the actions of city officials was entitled to replacement housing at the cityÕs expense until permanent substitute housing could be found. When the city refused to pay the rent for the apartment, the manÕs family sued the city in a state trial court claiming a right to such payment under both the state law and the due process clause of the Fourteenth Amendment to the United States Constitution. The highest state court ruled for the family. Although the court decided that the family had no right to payment under the state law, it held that the Fourteenth Amendment entitled the family to payment of the rent for the temporary apart-ment. In its opinion, the highest state court indicated that in several of its decisions it had found cities liable for compen-sation in similar situations on the basis of the due process clause of the state constitution. But the highest state court declined to base its holding on the state constitution because that issue had not been properly raised in the case. The city then filed a petition for a writ of certiorari in the United States Supreme Court. Does the Court have jurisdiction to review the merits of this case?
(A)Yes, because the highest state court based its decision wholly on federal law grounds. (B)Yes, because the federal and state law issues in this case are so intertwined that a resolution of the federal law issues is necessary to facilitate a proper determination of the state law issues. (C)No, because the decision of the highest state court ren-ders the case moot. (D)No, because independent state law grounds could have been used to justify the result in this case.",A,A,1,D,0,D,0,D,0
task729_,22,"A farmer contracted to sell 100 tons of his home-grown cucumbers to a wholesaler. An invasion of cucumber-eating insects attacked the crop and made it a poor season. The farmer delivered only 60 tons. The wholesaler claimed a breach of contract due to his being shorted 40 tons. The farmer sued the wholesaler for payment on the 60 tons, and the wholesaler counterclaimed for damages caused by the loss of the additional 40 tons. What is the most likely decision of the court?
(A)The farmer could have used insecticide to kill the insects; he breached the contract, and gets nothing. (B)There is an industry-wide implied condition that natural causes could limit the amount of an agricultural product -- the wholesaler must pay for the 60 tons and gets no credit on the rest. (C)The farmer breached the contract but he's entitled to be paid for the 60 tons, less the amount of damages suffered by the wholesaler in not getting the full value of the bargain. (D)The farmer is entitled to collect on the 60 tons and will be reimbursed for the 40 unproduced tons by the federal government.",B,C,0,C,0,C,0,C,0
task729_,23,"Upon graduation from high school, a student enrolled in a college close to where he lived. However, since the student did not have a car, he rode the bus to and from the college each day. The student soon discovered that he was spending up to two hours each day to make the round trip to and from college on the bus, whereas the trip could be made in half that time if he had a car. He decided to buy a car and asked his father to accompany him as he looked for a car to purchase. After visiting a number of car lots, the son finally found a used car to his liking. However, the son only had $2,500 in his bank account, and the price of the car was $10,000. Since the son had not built up a credit history, the car lot was reluctant to sell the car to the son. The father then told the finance manager of the car lot, ""If you will sell the car to my son and for any reason he defaults on the payments, I will pay the balance due. "" The finance manager then approved the deal, which required the son to pay $2,500 down and monthly payments of $500 for 15 months. Six months later, the son defaulted on the payment plan, and the car lot sought recovery from the father without first suing the son. With regard to the father's obligation under his promise to the finance manager, the court would most likely
(A)relieve the father of liability, because the car lot failed to first sue the son. (B)relieve the father of liability, because the father was never under a duty as a surety. (C)not relieve the father of liability, because of the main purpose exception. (D)not relieve the father of liability, because parents are responsible for the debts of their children.",B,C,0,C,0,C,0,C,0
task729_,24,"A state law requires any lawn mower sold in the state to meet a specified minimum level of fuel efficiency. A new federal statute requires all power equipment, including lawn mowers, to be labeled with energy efficiency stickers to permit purchasers to make informed choices when buying such equipment. The statute does not expressly preempt state law. Assume that no other federal statute or administrative regulation addresses the energy efficiency of power equipment. Which of the following is the best argument the state can make for the continued validity of its law? 
(A)Congress cannot preempt state laws requiring a specified minimum level of requiring a specified minimum level of fuel efficiency for lawn mowers, because the use of such equipment is a wholly local event and, therefore, is beyond the regulatory authority vested in Congress by the commerce clause. (B)The law is unaffected by the federal statute, because Congress did not expressly prohibit state laws requiring power equipment to meet specified levels of fuel efficiency. (C)The purpose of the law is consistent with the purpose of the federal statute, enforcement of the law would not interfere with the full execution of the statute, and there is no evidence that Congress intended to preclude the states from enacting supplemental laws on this subject. (D)There is a very strong presumption that a specific state law on a subject normally within the state's police power prevails over a more general federal statute, because the Tenth Amendment reserves to the states primary authority over matters affecting public health, welfare, and safety.",C,C,1,C,1,C,1,C,1
task729_,25,"In an automobile accident case, the defendant claimed that the plaintiff was contributorily negligent by driving at an excessive speed. The defendant's attorney calls its first witness, who was standing along the side of the road when the plaintiff's and defendant's cars collided. The defendant's attorney asks the witness: ""Is it a fact that in your estimation, plaintiff was traveling at a speed of 45 m. p. h. in a 35 m. p. h. speed zone at the time of the accident?"" The plaintiff objects. The trial judge should
(A)overrule the objection, because the judge may take judicial notice of the speed limit within the jurisdiction. (B)overrule the objection if the witness has already been shown to be an experienced driver who was able to estimate the approximate speed of moving vehicles. (C)sustain the objection if the witness has not been qualified as an expert witness. (D)sustain the objection, because the witness is not an adverse witness.",D,C,0,C,0,C,0,C,0
task729_,26,"A woman lived in a town that has an ordinance that prohibits littering. While the woman was taking a stroll one morning, she passed a man who was standing on the sidewalk and eating a doughnut. As he finished the doughnut, the man wiped his mouth with a paper napkin. He then wadded up the napkin into a small ball and dropped it on the sidewalk. Seeing this, the woman stopped and admonished the man for throwing his trash on the ground. She told him about the town ordinance that prohibits littering and said that a police officer could give him a citation that would require him to pay a fine. The man was very insulted and annoyed to be lectured like this. If the man institutes a civil action against the woman, the man will most likely
(A)recover for battery. (B)recover for negligence. (C)not recover, because the fact that an ordinance prohibited the man's conduct would preclude recovery as a matter of law.  (D)not recover, because the woman's conduct was customary and reasonable under the circumstances. ",D,D,1,D,1,D,1,D,1
task729_,27,"A plaintiff, a former city employee, sued the city for his alleged wrongful discharge from a civil service position. The plaintiff alleged that his supervisor had discharged him in retaliation after she learned that he had told the police he thought the supervisor might be embezzling. At trial, the plaintiff has called the supervisor as an adverse witness, and the supervisor has testified that the plaintiff was fired for incompetence. The plaintiff's attorney then asks the supervisor, ""Isn't it true that before the discharge you were told that [the plaintiff ] had reported to the police that you were pilfering money from the office coffee fund?"" For what purpose(s) is the plaintiff's question permissible? 
(A)Only to establish the supervisor's improper motive in discharging the plaintiff. (B)Only to impeach the supervisor's veracity as a witness because of her dishonesty. a witness because of her dishonesty. (C)Only to impeach the supervisor's veracity as a witness because of her personal bias against her accuser, the plaintiff. (D)Both to impeach by showing bias and to establish improper motive in discharging the plaintiff.",D,D,1,D,1,D,1,D,1
task729_,28,"In which case would the defendant's intoxication defense most likely negate his criminal intent?
(A)A defendant is charged with raping a victim. At trial, the defendant testifies that he was so inebriated that he was unable to understand that the victim did not consent to his conduct.  (B)A victim was horseback riding when she was approached by a defendant, who rode up from behind and struck her horse with his riding crop, causing the horse to bolt and throw the victim. On trial for battery, the defendant testifled that he was drunk and only fooling around and did not intend to injure the victim.  (C)While intoxicated, a defendant wandered into a victim's barn, lit a match, and began looking for some whiskey that he thought was hidden there. Angered at not finding any liquor, the defendant threw the match into a bale of hay, which quickly ignited, thus causing the destruction of the victim's barn. The defendant is charged with arson.  (D)A defendant is charged with assault with intent to commit rape. While on trial, the defendant testified that he was intoxicated to such an extent that he did not remember striking the victim. ",D,C,0,C,0,C,0,C,0
task729_,29,"On January 1, as part of a New Year's resolution, a woman signed the following agreement with an exercise facility:""I hereby enroll in the exercise facility's exercise program. A condition of this contract is that all fees are to be paid in advance. If, however, the total enrollment fees exceed $1,250, then one-third shall be paid upon the signing of said agreement, with one-third payable three months later, and one-third six months later. Under no circumstances shall any fees be refundable. ""The woman was informed that the fee for the exercise program in which she wanted to participate was $1,500, and that figure was written into the contract. Upon signing the contract, the woman made her first payment of $500 and started classes the next day. To most accurately describe the installment payment of $500 due on April 1 as it applies to continued use of the exercise facilities, it should be construed as a
(A)condition precedent. (B)condition subsequent. (C)concurrent condition. (D)express condition.",A,C,0,C,0,C,0,C,0
task729_,30,"A man was injured when his kitchen oven exploded due to a manufacturing defect. He filed a complaint against the oven manufacturer for personal injury damages. He also added a count for class certification and requested a recall of all similar ovens sold to consumers to stop the danger of physical injury. He created two putative classes: (1) everyone who purchased that model oven who lived in New York, the state where the man resided; and (2) everyone who purchased that model oven who resided in 25 other designated states where the company did business. The manufacturer filed a motion to dismiss the second putative class preliminarily under Rule 12(f) of the Federal Rules of Civil Procedure which allows for the early striking of any immaterial matter from the complaint. Will the federal district court judge likely grant the motion?
(A)Yes, the court will grant it because the plaintiff is not a member of the second class that he set up. (B)Yes, the court will grant it because the plaintiff has not specifically listed the identity of each member of the second putative class. (C)No, the court will not grant it because it is too early to decide class certification issues and it can't be done through Rule 12(f) of the FRCP. (D)No, the court will not grant it because the plaintiff does not have to be a member of the exact class in order to represent that class.",A,C,0,C,0,C,0,C,0
task729_,31,"A plaintiff is bringing an action against a defendant to quiet title to determine ownership of lakefront riparian property. At issue is the mean water level of the lake. For the past several years, a commercial fisherman has kept daily logs of the lake's water level. In preparation for trial, the plaintiff hired a graphic artist to prepare charts from the fisherman's logs to establish the property's boundary line. Based upon the information contained in the fisherman's logs, the graphic artist compiled a number of charts, which the plaintiff now seeks to introduce into evidence. At trial, it was determined that the fisherman is an expert on water level computations. The defendant objects to the charts being offered into evidence. The court will most likely rule the charts
(A)admissible, because the fisherman is an expert on water level computations.  (B)admissible, because they are summaries of voluminous records.  (C)inadmissible, because the charts are hearsay not within any recognized exception.  (D)inadmissible, because the fisherman's daily logs are the best evidence of the lake's water level. ",B,B,1,B,1,B,1,B,1
task729_,32,"A federal agent wants to obtain a court order for a wiretap. Which of the following is not required to be set forth in the agent's affidavit submitted to the court for an order authorizing the wiretap?
(A)That the wiretap will extend indefinitely until all relevant conversations are recorded. (B)Details on the nature of the offense that has been, is being or will be committed. (C)A particular description of the type of communications sought to be intercepted. (D)Identification of the persons to be overheard must be given, if known.",A,A,1,A,1,A,1,A,1
task729_,33,"A boyfriend and his girlfriend broke into a house late at night with intent to steal a stereo system. Although they believed that the owner was away on a business trip, in fact he was sleeping in an upstairs bedroom. While they were inside the house, the girlfriend announced that she had changed her mind and urged her boyfriend to leave. The owner, who was awakened by the noise downstairs, descended the staircase to investigate. Upon seeing the owner, the girlfriend again urged her boyfriend to flee. Instead, the boyfriend attacked the owner and tied him up with a rope. Thereupon, the boyfriend and his girlfriend left with the owner's stereo equipment. After they left, the owner choked to death on the ropes while trying to free himself. The boyfriend and his girlfriend were charged with murder but were acquitted. Thereafter, the girlfriend was apprehended and prosecuted for felony murder. Which of the following is the girlfriend's best argument for acquittal?
(A)The acquittal of the girlfriend and her boyfriend for murder precludes any subsequent prosecution under the doctrine of res judicata. (B)The owner's suicidal effort to free himself was a supervening cause of death. (C)Since the girlfriend changed her mind, she cannot be found guilty of burglary.  (D)The girlfriend withdrew from the commission of the underlying felony of burglary.",D,D,1,D,1,D,1,D,1
