task_name,instance_id,instance_content,standard_output,nl_output,nl_score,spl_output,spl_score,risen_output,risen_score,rodes_output,rodes_score
task190_,11,Sentence 1: Many people at an outdoor gathering with a guy and girl in the foreground. Sentence 2: No one decided to come to the planned gathering.,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: Many people at an outdoor gathering with a guy and girl in the foreground.
        sentence2: No one decided to come to the planned gathering.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences disagree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences disagree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences disagree.
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,12,Sentence 1: A girl in a pink shirt playing with a green ball. Sentence 2: The small girl is having old fashioned fun.,C,N,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A girl in a pink shirt playing with a green ball.
        sentence2: The small girl is having old fashioned fun.
    [END INPUTS]

    [OUTPUTS]
        result: Neutral
    [END OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: text SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: Neutral
[END AGENT OUTPUT]",0,N,0,Output: N (Neutral),0
task190_,13,Sentence 1: A man wearing a red shirt is using the first in a series of five ATM booths. Sentence 2: A man is inside a bank talking to a teller,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A man wearing a red shirt is using the first in a series of five ATM booths.
        sentence2: A man is inside a bank talking to a teller.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences disagree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences disagree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: A man wearing a red shirt is using the first in a series of five ATM booths.
        sentence2: A man is inside a bank talking to a teller.
        result: The sentences disagree.
    [END_VARIABLES]
[END_AGENT]",1,C,1,Output: C (Contradiction),1
task190_,14,Sentence 1: A wedding is setup in a tropical area. Sentence 2: a wedding is all set up,C,N,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""A wedding is setup in a tropical area.""
        sentence2: ""a wedding is all set up""
    [END_INPUTS]

    [OUTPUTS]
        result: ""neutral""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""neutral"" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: ""A wedding is setup in a tropical area.""
        sentence2: ""a wedding is all set up""
        result: ""neutral""
    [END_VARIABLES]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            [WORKER SentenceComparisonWorker]
                [INPUTS]
                    sentence1: ""A wedding is setup in a tropical area.""
                    sentence2: ""a wedding is all set up""
                [END_INPUTS]

                [OUTPUTS]
                    result: ""neutral""
                [END_OUTPUTS]
            [END_WORKER]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_AGENT]

Result: The sentences are neutral.",0,E,0,Output: E (Entailment),0
task190_,15,Sentence 1: A child is looking up at an adult while sitting in a stroller on a city sidewalk. Sentence 2: The child is sitting in a stroller.,C,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A child is looking up at an adult while sitting in a stroller on a city sidewalk.
        sentence2: The child is sitting in a stroller.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences agree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences agree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: A child is looking up at an adult while sitting in a stroller on a city sidewalk.
        sentence2: The child is sitting in a stroller.
        result: The sentences agree.
    [END_VARIABLES]
[END_AGENT]",0,E,0,Output: E (Entailment),0
task190_,16,Sentence 1: A man in a cast uses a camcorder while another man watches him. Sentence 2: Both men are asleep.,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A man in a cast uses a camcorder while another man watches him.
        sentence2: Both men are asleep.
    [END INPUTS]

    [OUTPUTS]
        result: The sentences disagree.
    [END OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences disagree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences disagree.
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,17,Sentence 1: A man in a long-sleeve shirt and jeans plays basketball. Sentence 2: The man is wearing swim trunks.,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A man in a long-sleeve shirt and jeans plays basketball.
        sentence2: The man is wearing swim trunks.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences disagree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences disagree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences disagree.
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,18,Sentence 1: A woman aims a sledgehammer to break a concrete block placed on a man's stomach while children watch. Sentence 2: A woman aims a chainsaw to break a block of wood placed on a man's stomach while children watch.,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A woman aims a sledgehammer to break a concrete block placed on a man's stomach while children watch.
        sentence2: A woman aims a chainsaw to break a block of wood placed on a man's stomach while children watch.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences disagree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences disagree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences disagree.
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,19,Sentence 1: A man pushes a cart of bananas down the street. Sentence 2: A man is pushing a cart of fruit.,C,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A man pushes a cart of bananas down the street.
        sentence2: A man is pushing a cart of fruit.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences agree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences agree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences agree.
[END AGENT OUTPUT]",0,E,0,Output: E (Entailment),0
task190_,20,Sentence 1: A boy is riding on an orange bodyboard in the ocean. Sentence 2: A boy is playing in the ocean,N,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A boy is riding on an orange bodyboard in the ocean.
        sentence2: A boy is playing in the ocean.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences agree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences agree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: The sentences agree.
[END AGENT OUTPUT]",0,E,0,Output: E (Entailment),0
task190_,21,Sentence 1: Two men in black jackets stand in a small boat in the water. Sentence 2: There are three men wearing blue jackets.,C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two men in black jackets stand in a small boat in the water.""
        sentence2: ""There are three men wearing blue jackets.""
    [END_INPUTS]

    [OUTPUTS]
        result: ""disagree""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""disagree"" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: ""disagree""
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,22,Sentence 1: A crowd is watching a man surf. Sentence 2: A crowd is enjoying the man,N,N,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A crowd is watching a man surf.
        sentence2: A crowd is enjoying the man.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences are neutral.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences are neutral. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: A crowd is watching a man surf.
        sentence2: A crowd is enjoying the man.
        result: The sentences are neutral.
    [END_VARIABLES]

    [OUTPUT]
        The sentences are neutral.
    [END_OUTPUT]
[END_AGENT]",1,E,0,Output: N (Neutral),1
task190_,23,Sentence 1: An old woman with a cane sits on a red bench. Sentence 2: There is a person sitting.,C,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: An old woman with a cane sits on a red bench.
        sentence2: There is a person sitting.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences are neutral.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences are neutral. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: An old woman with a cane sits on a red bench.
        sentence2: There is a person sitting.
        result: The sentences are neutral.
    [END_VARIABLES]

    [OUTPUT]
        result: The sentences are neutral.
    [END_OUTPUT]
[END_AGENT]",0,E,0,Output: E (Entailment),0
task190_,24,Sentence 1: Two men and a woman in shorts and hiking gear stand in the snow before a large green sign with a smaller sign saying "Danger" on top. Sentence 2: Two people wearing shorts and hiking gear stand in snow next to a sign declaring "Danger".,C,N,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two men and a woman in shorts and hiking gear stand in the snow before a large green sign with a smaller sign saying 'Danger' on top.""
        sentence2: ""Two people wearing shorts and hiking gear stand in snow next to a sign declaring 'Danger'.""
    [END_INPUTS]

    [OUTPUTS]
        result: ""neutral""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""neutral"" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: ""neutral""
[END AGENT OUTPUT]",0,E,0,"Output: N (Neutral)

Explanation: While both sentences describe a similar scene involving people in shorts and hiking gear standing in the snow near a sign that says ""Danger,"" there are differences in the details. Sentence 1 mentions ""Two men and a woman"" and a ""large green sign with a smaller sign saying 'Danger' on top,"" whereas Sentence 2 mentions ""Two people"" and a ""sign declaring 'Danger'."" The differences in the number of people and the description of the sign make it unclear if they are describing the exact same scene, leading to a neutral relationship.",0
task190_,25,Sentence 1: A group of men stand at the back of an open semi-truck with dollies. Sentence 2: Some men from a company are moving merchandise into a truck,N,N,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A group of men stand at the back of an open semi-truck with dollies.
        sentence2: Some men from a company are moving merchandise into a truck.
    [END_INPUTS]

    [OUTPUTS]
        result: neutral
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: neutral SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: A group of men stand at the back of an open semi-truck with dollies.
        sentence2: Some men from a company are moving merchandise into a truck.
        result: neutral
    [END_VARIABLES]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: neutral SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_AGENT]

Result: The two sentences are neutral.",1,N,1,Output: N (Neutral),1
task190_,26,Sentence 1: Large groups of families gather in an outdoor courtyard to pray for rain. Sentence 2: The families eat dinner at a table.,C,N,0,"[ACTIVATE_AGENT: SentenceComparisonAgent]

[SET_VARIABLES]
    sentence1: ""Large groups of families gather in an outdoor courtyard to pray for rain.""
    sentence2: ""The families eat dinner at a table.""
[END_SET_VARIABLES]

[ACTIVATE_WORKER: SentenceComparisonWorker]

[INPUTS]
    sentence1: ""Large groups of families gather in an outdoor courtyard to pray for rain.""
    sentence2: ""The families eat dinner at a table.""
[END_INPUTS]

[MAIN_FLOW]
    [SEQUENTIAL_BLOCK]
        COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: text SET]
    [END_SEQUENTIAL_BLOCK]
[END_MAIN_FLOW]

[OUTPUTS]
    result: ""neutral""
[END_OUTPUTS]

[DEACTIVATE_WORKER: SentenceComparisonWorker]

[RESULT]
    The two sentences are neutral. They describe different activities (praying for rain and eating dinner) without any direct contradiction or agreement.
[END_RESULT]",0,C,1,Output: N (Neutral),0
task190_,27,"Sentence 1: Two women walking next to a sign that reads ""DOWNTOWN"". Sentence 2: The women are standing next to a sign that says ""Cleveland, Ohio""",C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two women walking next to a sign that reads 'DOWNTOWN'""
        sentence2: ""The women are standing next to a sign that says 'Cleveland, Ohio'""
    [END_INPUTS]

    [OUTPUTS]
        result: ""The sentences disagree.""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""The sentences disagree."" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: ""The sentences disagree.""
[END AGENT OUTPUT]",1,C,1,Output: C (Contradiction),1
task190_,28,Sentence 1: Two people with flotation devices are leaping into water. Sentence 2: two people learning swimming,N,N,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two people with flotation devices are leaping into water.""
        sentence2: ""two people learning swimming""
    [END_INPUTS]

    [OUTPUTS]
        result: ""neutral""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""neutral"" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: ""neutral""
[END AGENT OUTPUT]",1,N,1,"Output: N (Neutral)

The first sentence describes two people with flotation devices leaping into water, while the second sentence states that two people are learning swimming. The two sentences do not clearly agree or disagree with each other, as leaping into water with flotation devices does not necessarily imply that they are learning to swim. Therefore, the relationship is neutral.",1
task190_,29,Sentence 1: Two people talk next to a flag with an eye illustration. Sentence 2: Two people are discussing the flag that is next to them.,N,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: Two people talk next to a flag with an eye illustration.
        sentence2: Two people are discussing the flag that is next to them.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences agree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences agree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]",0,E,0,Output: E (Entailment),0
task190_,30,Sentence 1: Two shirtless men walking on a crowded beach. Sentence 2: A couple guys are getting some exercise.,C,N,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two shirtless men walking on a crowded beach.""
        sentence2: ""A couple guys are getting some exercise.""
    [END INPUTS]

    [OUTPUTS]
        result: ""neutral""
    [END OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""neutral"" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END WORKER]

[AGENT OUTPUT]
result: ""neutral""
[END AGENT OUTPUT]",0,N,0,Output: N (Neutral),0
task190_,31,Sentence 1: Two toddlers with NY Giants pajamas on play with the clean laundry. Sentence 2: The two people are very young.,C,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two toddlers with NY Giants pajamas on play with the clean laundry.""
        sentence2: ""The two people are very young.""
    [END INPUTS]

    [OUTPUTS]
        result: ""The sentences agree.""
    [END OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""The sentences agree."" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT OUTPUT]
result: ""The sentences agree.""
[END AGENT OUTPUT]",0,E,0,Output: E (Entailment),0
task190_,32,Sentence 1: A construction worker in overalls and a yellow construction hat shovels dirt into a wheelbarrow. Sentence 2: A man is at work,C,E,0,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: A construction worker in overalls and a yellow construction hat shovels dirt into a wheelbarrow.
        sentence2: A man is at work.
    [END_INPUTS]

    [OUTPUTS]
        result: The sentences agree.
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: The sentences agree. SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]

[AGENT: SentenceComparisonAgent]
    [VARIABLES]
        sentence1: A construction worker in overalls and a yellow construction hat shovels dirt into a wheelbarrow.
        sentence2: A man is at work.
        result: The sentences agree.
    [END_VARIABLES]
[END_AGENT]",0,E,0,Output: E (Entailment),0
task190_,33,"Sentence 1: Two older men, dressed in suits, give a presentation. Sentence 2: Two men sit silently.",C,C,1,"[WORKER: SentenceComparisonWorker]
    [INPUTS]
        sentence1: ""Two older men, dressed in suits, give a presentation.""
        sentence2: ""Two men sit silently.""
    [END_INPUTS]

    [OUTPUTS]
        result: ""The sentences disagree.""
    [END_OUTPUTS]

    [MAIN_FLOW]
        [SEQUENTIAL_BLOCK]
            COMMAND-1 [COMMAND Given two sentences, determine if they agree, disagree, or are neutral RESULT result: ""The sentences disagree."" SET]
        [END_SEQUENTIAL_BLOCK]
    [END_MAIN_FLOW]
[END_WORKER]",1,C,1,Output: C (Contradiction),1
